Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2019-10-27 19:08:02,false,"Treadmill Running","7.15","377","00:35:30","146","170","3.3","159","176","4:58","3:43","--","--","1.17","--","--","--","--","--","0.0","--","--","25.0","No","00:04:41.2","7","28.0","00:35:02","00:35:30","--","--"
Treadmill Running,2019-10-26 10:56:44,false,"Treadmill Running","6.10","341","00:30:18","150","168","3.6","170","182","4:58","3:24","--","--","1.30","--","--","--","--","--","0.0","--","--","26.0","No","00:03:12.2","7","28.0","00:30:03","00:30:18","--","--"
Treadmill Running,2019-10-12 14:40:42,false,"Treadmill Running","6.04","289","00:26:25","150","166","3.8","167","187","4:22","2:55","--","--","1.37","--","--","--","--","--","0.0","--","--","25.0","No","00:00:22.6","7","28.0","00:26:05","00:26:25","--","--"
Treadmill Running,2019-10-07 20:01:50,false,"Treadmill Running","6.80","329","00:31:33","145","170","3.9","162","176","4:39","3:46","--","--","1.33","--","--","--","--","--","0.0","--","--","27.0","No","00:03:42.5","7","29.0","00:31:05","00:31:33","--","--"
Treadmill Running,2019-10-01 12:02:33,false,"Treadmill Running","5.04","230","00:32:33","122","151","2.3","137","178","6:28","3:31","--","--","1.11","--","--","--","--","--","0.0","--","--","26.0","No","00:00:10.1","6","30.0","00:31:04","00:32:33","--","--"
Running,2019-09-12 21:10:10,false,"Running","10.03","560","00:54:46","157","184","4.6","153","248","5:28","3:18","45","38","1.15","--","--","--","--","--","0.0","--","--","28.0","No","00:04:27.1","10","32.0","00:54:40","00:54:46","-176","-163"
Treadmill Running,2019-08-20 20:33:23,false,"Treadmill Running","5.78","290","00:26:50","158","180","3.3","162","178","4:39","3:36","--","--","1.33","--","--","--","--","--","0.0","--","--","28.0","No","00:03:34.1","6","30.0","00:26:35","00:26:50","--","--"
Treadmill Running,2019-08-05 16:23:37,false,"Treadmill Running","5.21","252","00:24:49","150","164","2.9","166","180","4:46","3:49","--","--","1.26","--","--","--","--","--","0.0","--","--","26.0","No","00:01:23.0","6","28.0","00:24:43","00:25:02","--","--"
Treadmill Running,2019-08-03 12:16:28,false,"Treadmill Running","8.62","612","00:42:55","158","181","4.1","163","186","4:59","3:59","--","--","1.23","--","--","--","--","--","0.0","--","--","26.0","No","00:01:11.5","10","30.0","00:42:25","00:42:55","--","--"
Treadmill Running,2019-07-27 15:17:05,false,"Treadmill Running","10.01","569","00:47:26","165","182","5.0","165","226","4:44","3:57","--","--","1.28","--","--","--","--","--","0.0","--","--","27.0","No","00:00:01.2","11","29.0","00:47:13","00:47:26","--","--"
Treadmill Running,2019-07-25 16:44:41,false,"Treadmill Running","10.00","540","00:47:19","158","181","4.6","166","182","4:44","4:02","--","--","1.27","--","--","--","--","--","0.0","--","--","27.0","No","00:04:37.1","10","30.0","00:47:11","00:47:19","--","--"
Treadmill Running,2019-07-23 19:45:37,false,"Treadmill Running","6.01","329","00:29:33","155","178","3.7","161","182","4:55","4:10","--","--","1.26","--","--","--","--","--","0.0","--","--","26.0","No","00:00:01.6","7","29.0","00:29:14","00:29:33","--","--"
Treadmill Running,2019-07-22 18:42:33,false,"Treadmill Running","6.46","340","00:31:35","150","177","3.7","160","177","4:53","4:19","--","--","1.27","--","--","--","--","--","0.0","--","--","26.0","No","00:02:35.1","7","29.0","00:31:15","00:31:35","--","--"
Treadmill Running,2019-07-20 13:45:13,false,"Treadmill Running","6.04","327","00:29:31","154","178","4.1","160","184","4:53","4:01","--","--","1.28","--","--","--","--","--","0.0","--","--","25.0","No","00:00:11.5","7","31.0","00:29:11","00:29:31","--","--"
Treadmill Running,2019-07-18 21:07:51,false,"Treadmill Running","5.57","308","00:28:44","149","170","3.7","149","178","5:09","3:08","--","--","1.07","--","--","--","--","--","0.0","--","--","25.0","No","00:03:06.1","5","29.0","00:27:51","00:28:44","--","--"
Running,2019-06-11 19:21:36,false,"Running","5.49","373","00:41:11","140","163","3.3","141","172","7:30","4:26","36","29","0.95","--","--","--","--","--","0.0","--","--","29.0","No","00:01:04.5","7","32.0","00:39:37","00:44:03","88","115"
Treadmill Running,2019-05-17 11:31:34,false,"Treadmill Running","10.12","505","00:47:56","154","180","4.2","152","182","4:44","3:18","--","--","1.38","--","--","--","--","--","0.0","--","--","24.0","No","00:00:29.4","11","29.0","00:45:28","00:47:56","--","--"
Treadmill Running,2019-05-15 14:38:08,false,"Treadmill Running","6.30","262","00:28:00","137","163","3.1","156","173","4:26","3:30","--","--","1.44","--","--","--","--","--","0.0","--","--","25.0","No","00:01:20.4","7","28.0","00:26:33","00:28:00","--","--"
Treadmill Running,2019-05-05 11:37:03,false,"Treadmill Running","5.44","268","00:23:40","159","175","4.0","159","173","4:21","3:25","--","--","1.44","--","--","--","--","--","0.0","--","--","26.0","No","00:01:57.2","6","29.0","00:23:08","00:23:40","--","--"
Treadmill Running,2019-04-22 14:31:04,false,"Treadmill Running","6.40","337","00:29:57","159","178","4.7","159","188","4:41","3:15","--","--","1.34","--","--","--","--","--","0.0","--","--","25.0","No","00:01:50.0","7","28.0","00:29:08","00:29:57","--","--"
Treadmill Running,2019-04-20 11:19:24,false,"Treadmill Running","10.06","519","00:50:44","151","182","5.0","152","190","5:03","2:30","--","--","1.22","--","--","--","--","--","0.0","--","--","23.0","No","00:03:34.7","10","27.0","00:48:51","00:52:48","--","--"
Treadmill Running,2019-03-15 11:43:17,false,"Treadmill Running","7.11","393","00:35:00","152","180","3.9","158","179","4:56","3:51","--","--","1.28","--","--","--","--","--","0.0","--","--","26.0","No","00:00:34.3","8","29.0","00:33:17","00:35:00","--","--"
Treadmill Running,2019-03-02 10:45:50,false,"Treadmill Running","10.25","609","00:49:21","162","187","5.0","162","180","4:49","3:15","--","--","1.41","--","--","--","--","--","0.0","--","--","23.0","No","00:01:11.1","12","29.0","00:48:27","00:49:21","--","--"
Treadmill Running,2019-02-23 11:36:27,false,"Treadmill Running","10.56","581","00:52:08","153","183","3.8","151","249","4:56","3:03","--","--","1.32","--","--","--","--","--","0.0","--","--","22.0","No","00:00:07.0","12","28.0","00:49:02","00:52:15","--","--"
Treadmill Running,2019-02-20 14:02:05,false,"Treadmill Running","5.00","248","00:21:24","152","171","3.1","158","169","4:17","3:39","--","--","1.38","--","--","--","--","--","0.0","--","--","23.0","No","00:04:25.2","5","25.0","00:20:57","00:21:24","--","--"
Treadmill Running,2019-02-15 10:55:01,false,"Treadmill Running","10.53","563","00:47:59","154","183","4.4","163","183","4:33","3:21","--","--","1.35","--","--","--","--","--","0.0","--","--","24.0","No","00:04:13.1","11","28.0","00:46:41","00:47:59","--","--"
Treadmill Running,2019-02-09 11:06:35,false,"Treadmill Running","10.71","652","00:50:04","164","184","5.0","162","187","4:40","3:07","--","--","1.32","--","--","--","--","--","0.0","--","--","25.0","No","00:04:27.8","11","27.0","00:48:45","00:50:04","--","--"
Treadmill Running,2019-02-05 16:54:26,false,"Treadmill Running","5.28","379","00:34:51","149","172","3.1","138","184","6:36","3:40","--","--","1.08","--","--","--","--","--","0.0","--","--","23.0","No","00:04:35.6","6","27.0","00:32:18","00:34:51","--","--"
Treadmill Running,2019-02-01 11:04:45,false,"Treadmill Running","6.90","397","00:32:10","156","180","3.8","160","184","4:40","3:19","--","--","1.34","--","--","--","--","--","0.0","--","--","22.0","No","00:04:29.1","7","26.0","00:31:44","00:32:10","--","--"
Treadmill Running,2019-01-29 11:07:52,false,"Treadmill Running","5.50","341","00:26:36","162","182","3.8","160","175","4:50","3:50","--","--","1.29","--","--","--","--","--","0.0","--","--","21.0","No","--:--:--","6","25.0","00:26:06","00:26:36","--","--"
Treadmill Running,2019-01-22 10:40:52,false,"Treadmill Running","5.47","282","00:28:40","135","160","2.6","153","197","5:14","3:00","--","--","1.24","--","--","--","--","--","0.0","--","--","22.0","No","--:--:--","6","28.0","00:27:45","00:29:33","--","--"
Treadmill Running,2019-01-21 10:56:39,false,"Treadmill Running","5.46","323","00:27:26","151","178","3.4","154","182","5:02","3:27","--","--","1.28","--","--","--","--","--","0.0","--","--","22.0","No","--:--:--","6","27.0","00:26:17","00:27:26","--","--"
Treadmill Running,2019-01-19 10:39:31,false,"Treadmill Running","5.48","310","00:25:16","156","176","3.5","162","180","4:37","3:18","--","--","1.34","--","--","--","--","--","0.0","--","--","20.0","No","--:--:--","6","26.0","00:25:00","00:25:16","--","--"
Treadmill Running,2019-01-14 08:44:24,false,"Treadmill Running","5.06","299","00:24:59","152","173","3.3","156","178","4:56","3:18","--","--","1.29","--","--","--","--","--","0.0","--","--","20.0","No","--:--:--","6","24.0","00:24:41","00:24:59","--","--"
Treadmill Running,2019-01-06 10:52:32,false,"Treadmill Running","5.01","272","00:22:42","152","174","3.4","160","177","4:32","3:01","--","--","1.58","--","--","--","--","--","0.0","--","--","20.0","No","--:--:--","6","26.0","00:22:22","00:22:42","--","--"
Treadmill Running,2019-01-02 08:30:19,false,"Treadmill Running","5.08","246","00:22:24","144","168","3.0","151","180","4:25","2:53","--","--","1.49","--","--","--","--","--","0.0","--","--","21.0","No","--:--:--","6","28.0","00:21:18","00:22:24","--","--"
Running,2018-11-02 06:45:12,false,"Running","10.02","565","00:50:12","148","180","4.2","161","187","5:00","1:44","44","49","1.24","--","--","--","--","--","0.0","--","--","23.0","No","--:--:--","11","30.0","00:50:09","00:50:12","-11","6"
Treadmill Running,2018-10-27 11:34:20,false,"Treadmill Running","5.47","355","00:27:51","162","186","4.2","158","178","5:05","3:22","--","--","1.24","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","6","28.0","00:27:44","00:27:51","--","--"
Treadmill Running,2018-10-20 12:09:26,false,"Treadmill Running","10.20","650","00:50:10","165","183","5.0","161","180","4:55","2:28","--","--","1.57","--","--","--","--","--","0.0","--","--","26.0","No","--:--:--","13","31.0","00:50:02","00:50:10","--","--"
Running,2018-10-12 18:34:20,false,"Running","5.19","360","00:31:38","150","169","3.6","147","244","6:05","2:31","10","12","1.11","--","--","--","--","--","0.0","--","--","28.0","No","--:--:--","7","30.0","00:31:34","00:31:54","228","238"
Treadmill Running,2018-09-27 15:22:30,false,"Treadmill Running","5.78","289","00:25:44","147","164","3.2","157","178","4:27","2:23","--","--","1.43","--","--","--","--","--","0.0","--","--","26.0","No","--:--:--","6","31.0","00:25:05","00:25:44","--","--"
Treadmill Running,2018-09-15 11:17:33,false,"Treadmill Running","11.30","619","00:50:37","159","175","4.5","165","180","4:29","2:29","--","--","1.35","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","12","30.0","00:50:28","00:50:37","--","--"
Treadmill Running,2018-09-10 10:45:34,false,"Treadmill Running","7.94","483","00:42:03","156","187","4.1","152","173","5:18","2:36","--","--","1.15","--","--","--","--","--","0.0","--","--","26.0","No","--:--:--","9","29.0","00:41:11","00:42:04","--","--"
Treadmill Running,2018-08-30 19:09:14,false,"ריצה במכשיר ריצה","10.00","539","00:45:36","155","184","4.1","162","184","4:34","3:09","--","--","0.91","--","--","--","--","--","0.0","--","--","27.0","No","--:--:--","7","31.0","00:44:37","00:45:36","--","--"
Running,2018-08-27 15:57:08,false,"Irvine ריצה","6.52","447","00:54:21","135","164","2.6","114","235","8:21","1:56","41","37","1.06","--","--","--","--","--","0.0","--","--","24.0","No","--:--:--","7","28.0","03:48:50","00:54:21","-312","-296"
Treadmill Running,2018-08-27 14:21:05,false,"ריצה במכשיר ריצה","10.04","527","00:45:49","152","170","3.7","162","180","4:34","2:55","--","--","1.35","--","--","--","--","--","0.0","--","--","26.0","No","--:--:--","11","29.0","00:45:19","00:45:49","--","--"
Treadmill Running,2018-08-23 12:48:20,false,"ריצה במכשיר ריצה","7.54","382","00:33:36","148","169","3.4","167","190","4:27","2:44","--","--","1.34","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","8","27.0","00:33:12","00:33:36","--","--"
Treadmill Running,2018-08-22 14:14:49,false,"ריצה במכשיר ריצה","6.72","344","00:35:02","141","171","3.0","153","195","5:13","3:05","--","--","1.23","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","7","28.0","00:33:08","00:35:02","--","--"
Treadmill Running,2018-08-14 19:17:48,false,"ריצה במכשיר ריצה","12.10","645","00:56:51","153","172","4.0","158","232","4:42","2:36","--","--","1.34","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","13","28.0","00:56:08","00:56:51","--","--"
Treadmill Running,2018-08-11 11:35:44,false,"ריצה במכשיר ריצה","10.01","536","00:44:59","157","175","4.1","163","238","4:30","3:16","--","--","1.36","--","--","--","--","--","0.0","--","--","27.0","No","--:--:--","11","30.0","00:44:13","00:45:00","--","--"
Treadmill Running,2018-08-08 17:59:04,false,"ריצה במכשיר ריצה","9.49","519","00:49:33","146","169","3.3","157","250","5:13","2:46","--","--","1.22","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","10","28.0","00:48:36","00:50:40","--","--"
Treadmill Running,2018-08-07 19:11:15,false,"ריצה במכשיר ריצה","6.68","376","00:35:29","145","164","3.1","158","177","5:19","3:54","--","--","1.19","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","7","28.0","00:34:47","00:35:29","--","--"
Treadmill Running,2018-08-02 19:43:04,false,"ריצה במכשיר ריצה","10.28","663","01:01:46","145","163","3.5","158","181","6:00","3:10","--","--","1.05","--","--","--","--","--","0.0","--","--","26.0","No","--:--:--","11","30.0","01:00:30","01:01:53","--","--"
Treadmill Running,2018-07-29 18:36:10,false,"ריצה במכשיר ריצה","8.74","636","00:55:53","151","173","4.0","158","180","6:23","4:05","--","--","0.99","--","--","--","--","--","0.0","--","--","26.0","No","--:--:--","9","30.0","00:54:47","00:55:53","--","--"
Treadmill Running,2018-07-25 16:09:33,false,"ריצה במכשיר ריצה","8.55","588","00:50:22","155","179","4.0","158","197","5:54","2:57","--","--","1.07","--","--","--","--","--","0.0","--","--","27.0","No","--:--:--","9","32.0","00:49:20","00:50:22","--","--"
Treadmill Running,2018-07-21 13:41:19,false,"ריצה במכשיר ריצה","8.56","557","00:50:13","148","181","3.5","158","184","5:52","2:30","--","--","1.07","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","9","30.0","00:49:04","00:50:32","--","--"
Treadmill Running,2018-07-17 18:11:45,false,"ריצה במכשיר ריצה","8.28","555","00:50:06","151","184","4.1","149","183","6:03","3:16","--","--","1.09","--","--","--","--","--","0.0","--","--","26.0","No","--:--:--","9","31.0","00:46:46","00:50:06","--","--"
Treadmill Running,2018-07-11 15:24:10,false,"ריצה במכשיר ריצה","9.74","619","00:54:03","149","181","4.2","156","218","5:33","2:59","--","--","1.15","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","10","31.0","00:52:46","00:54:03","--","--"
Treadmill Running,2018-07-09 19:22:30,false,"ריצה במכשיר ריצה","6.24","438","00:35:50","156","174","3.8","155","173","5:44","3:53","--","--","1.12","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","7","28.0","00:35:36","00:35:50","--","--"
Treadmill Running,2018-06-30 13:49:52,false,"ריצה במכשיר ריצה","9.47","684","00:54:38","158","182","5.0","154","177","5:46","2:49","--","--","1.12","--","--","--","--","--","0.0","--","--","24.0","No","--:--:--","10","29.0","00:52:50","00:54:38","--","--"
Treadmill Running,2018-06-25 20:09:23,false,"ריצה במכשיר ריצה","8.42","630","00:56:21","152","176","4.2","151","245","6:41","3:41","--","--","0.98","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","9","28.0","00:55:21","00:56:21","--","--"
Treadmill Running,2018-06-21 20:06:39,false,"ריצה במכשיר ריצה","7.87","641","00:57:54","150","182","4.0","147","187","7:21","3:10","--","--","0.92","--","--","--","--","--","0.0","--","--","24.0","No","--:--:--","8","29.0","00:56:03","00:57:54","--","--"
Treadmill Running,2018-06-15 15:44:40,false,"ריצה במכשיר ריצה","5.38","512","00:39:37","162","181","4.3","152","173","7:22","3:15","--","--","0.89","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","6","28.0","00:39:06","00:39:38","--","--"
Treadmill Running,2018-06-05 18:38:38,false,"ריצה במכשיר ריצה","8.69","644","00:59:40","147","172","3.6","150","179","6:52","2:39","--","--","0.97","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","9","28.0","00:57:33","00:59:42","--","--"
Treadmill Running,2018-06-02 14:13:46,false,"ריצה במכשיר ריצה","8.21","664","00:55:50","150","184","4.1","152","193","6:48","2:51","--","--","0.97","--","--","--","--","--","0.0","--","--","24.0","No","--:--:--","9","29.0","00:54:25","00:55:50","--","--"
Treadmill Running,2018-05-30 19:51:28,false,"ריצה במכשיר ריצה","7.54","636","00:52:48","153","177","4.0","151","193","7:00","3:45","--","--","0.94","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","8","28.0","00:51:04","00:52:49","--","--"
Treadmill Running,2018-05-26 10:23:45,false,"ריצה במכשיר ריצה","6.12","547","00:42:49","157","179","4.2","151","175","7:00","4:17","--","--","0.95","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","7","29.0","00:41:38","00:42:49","--","--"
Treadmill Running,2018-05-23 19:38:51,false,"ריצה במכשיר ריצה","6.50","586","00:47:01","153","172","4.0","148","173","7:14","4:39","--","--","0.93","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","7","30.0","00:45:40","00:47:01","--","--"
Treadmill Running,2018-05-17 17:48:07,false,"ריצה במכשיר ריצה","8.15","639","00:55:18","145","173","3.8","150","175","6:47","3:53","--","--","0.98","--","--","--","--","--","0.0","--","--","24.0","No","--:--:--","9","29.0","00:53:44","00:55:18","--","--"
Treadmill Running,2018-05-12 12:51:15,false,"ריצה במכשיר ריצה","8.87","767","01:05:27","154","180","4.2","151","177","7:23","4:20","--","--","0.90","--","--","--","--","--","0.0","--","--","24.0","No","--:--:--","9","28.0","01:05:14","01:06:29","--","--"
Treadmill Running,2018-05-03 19:24:39,false,"ריצה במכשיר ריצה","8.99","799","01:05:58","151","171","4.4","152","173","7:20","3:39","--","--","0.90","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","9","29.0","01:05:20","01:07:11","--","--"
Treadmill Running,2018-04-22 20:02:08,false,"ריצה במכשיר ריצה","5.62","533","00:44:32","147","177","4.0","140","166","7:55","5:31","--","--","0.90","--","--","--","--","--","0.0","--","--","23.0","No","--:--:--","6","27.0","00:43:31","00:45:25","--","--"
Treadmill Running,2018-04-14 14:09:39,false,"ריצה במכשיר ריצה","7.66","759","00:55:52","159","186","5.0","149","169","7:17","4:38","--","--","0.92","--","--","--","--","--","0.0","--","--","23.0","No","--:--:--","8","29.0","00:55:31","00:55:52","--","--"
Treadmill Running,2018-04-07 14:03:38,false,"ריצה במכשיר ריצה","5.84","589","00:43:25","158","176","5.0","146","163","7:26","5:35","--","--","0.92","--","--","--","--","--","0.0","--","--","25.0","No","--:--:--","6","29.0","00:43:19","00:43:25","--","--"
